,solve_time,day_of_week,author,clues
2015-01-11,<module 'time' (built-in)>,Sunday,PETER A. COLLINS ,"['""Aladdin"" antagonist', '""___ God of hosts, hear my prayer""', 'Beam splitter', 'Face an ace', 'Historic time', 'People of Kenya', 'Powerball, for one', ""Uganda's Amin"", 'The makeup affected the appearance of all the cast of ""Casino,"" including ___', 'Guilty ___', 'Bit of evasive maneuvering', 'Singer Nina', '""Think different,"" e.g.', 'Mentored one', 'Op-___', 'Court figs.', 'After the 1946 World Series, the dugout was filled with the Cardinals and their happy sounds, including ___', 'Wash', 'Card a 72, maybe', 'Son of Isaac', 'Ice dam sites', 'Grade school subj.', 'Whimpers', ""She said that when it comes to '60s teen idols, all you need to know is one thing: ___"", 'Doll house?', 'One might be made over a beer', 'Dawn goddess', ""Allen's successor on late-night TV"", '2008 Obama catchword', 'Break up, as concrete', 'Opa-___, Fla.', 'Early Mexican', 'Headed up', 'The bartender poured beers for all the action movie stars, including ___', 'I.M. sent to a construction site?', 'Co-founder of the Black Panthers', '""Star Trek"" crew member', 'Bedouin', '___ Lee, singer with the 2011 #1 album ""Mission Bell""', '""And giving ___, up the chimney he rose""', 'French bloom', 'Complete', 'SAT needs', 'The members of the Metropolitan Opera were hit with a host of problems, including ___', ""Cause for an insurer's denial, maybe"", ""It's east of S.A."", 'Schwarzenegger, informally', '""Enough, I get it!""', 'Prior listings?', ""C. S. Lewis's lion"", 'At Thanksgiving the Indians were impressed with the Pilgrims and their earth-toned platters, especially ___', 'Quarry, e.g.', 'Hundred Acre Wood denizen', 'Backdrop for many Bond films', 'More recent', 'Wows', 'Market initials in a red oval', 'Justice Kagan', 'While trading barbs during the filming of ""M*A*S*H,"" no one was able to match ___', 'Game of logic', 'With full force', 'Form a secret union?', 'Battier of the N.B.A.', 'Cookie-selling org.', 'Showed some disapproval', 'Like a neutron star', 'Radioer\'s ""T""', 'Eisenberg of ""The Social Network""', ""Ladybug's prey"", 'Gets a head?', '""-phobia"" start', 'Title woman in a Beach Boys hit', 'Meditation sounds', 'Back muscles, briefly', '""___ Mio""', 'Went long', 'Painters Rivera and Velázquez', 'Expects', ""Children's author Asquith"", '1994 film based on an ""S.N.L."" skit', 'Provoke', 'Challenge for a playboy', '""Carmen"" composer', '""Better safe than sorry,"" e.g.', 'Al Kaline, for his entire career', 'Best at an inspection, say', 'Pale', 'Do some farmwork', 'World leader in 1979 headlines', 'Record', 'What toasters often hold', 'Work night for Santa', 'Pulls back', ""It's found in cakes"", 'Scrapes', 'Put up', 'Cig', 'Half of half-and-half', 'Run easily', 'Ran', ""Cheerleaders' practice"", 'Generally', 'Original name of Motown Records', 'Hershiser who once pitched 59 consecutive scoreless innings', 'High-minded sort?', 'Old orchard spray', 'Is biased', 'City in Los Lobos?', 'Steers, as a ship', 'Osso buco need', 'Hindu deity', 'Idea', ""___ John's"", 'Part of FEMA: Abbr.', 'Woody offshoot?', 'News station', 'Like sports games and musical works', 'Bit of cosmetic surgery', 'Really bothered', 'Dutch treaty city', 'Cell component, for short', 'Have trouble with sass?', '___ moment', 'Marshy region', 'Source of the quote in 6-Across', 'Run out of gear?', 'Like nobles', '""Finally!""', 'Hosting, informally', 'Some meditation teachers', 'Cousin of a camel', 'Nicked', 'Long-legged fisher', ""Martin's partner of old TV"", 'Gasket variety', 'Bone: Prefix', 'Gym count', 'Workplace welfare org.', 'Never, in Neuss', 'Tick (off)']"
2015-01-12,<module 'time' (built-in)>,Monday,JASON FLINN,"['Soft plant tissue', 'Not delayed, as a plane', 'Plus', 'Artsy New York neighborhood', 'Oakland footballer', 'Hawaiian souvenir', ""All, for a ship's captain"", 'Links org.', 'Gun that delivers a jolt', '""2001: A Space Odyssey"" villain', 'Now and ___', 'All, for a life insurance agent', '""This means ___!""', 'Who is solving this puzzle', 'Sundries case', 'Improves, as wine', 'Govt. management org.', 'Brief sleeps', 'All, for an anthem writer', 'Jane Austen novel', '___ and pop', ""Optometrists' interest"", '""Quickly!""', ""Pop music's ___ Tuesday"", 'Pro who balances books', 'All, for a race organizer', 'Like some memories or summer skies', 'Tough row to ___', 'Actress Téa of ""Fun With Dick and Jane""', 'Seller of Squishees on ""The Simpsons""', 'All, for a house cleaner', 'The ""p"" of r.p.m.', 'Actor Don of ""Cocoon""', 'Mrs. Addams, to Gomez', 'Prior to, poetically', 'Super-popular', 'Eight, in Acapulco', '""Hey, buddy!""', 'Smidgen', 'Edvard Munch masterpiece', 'Buyer of Squishees from 62-Across', 'Spanish gold', '""Illmatic"" rapper', '10% for the church', 'Do some brainstorming', 'Varietal red wine', 'Suffix with north or south', 'Beta preceder', 'Desert of Israel', '""Jack & ___"" (1982 John Cougar hit)', 'Airplane seat attachment', 'Emergency medical procedure', 'Franks', 'Verdant', '""Peter ___"" (1950s-\'60s detective show)', 'Existed', 'James who wrote ""A Death in the Family""', 'Figure in many religious paintings', 'Goal', 'Crazed, in a way', 'Ooze', 'It dries hops', '""Don\'t count on me""', '""You can count on me""', 'Naked ___ jaybird', 'Not away', 'Plumb tuckered out', 'Friend of Stitch in the movies', 'Circle or square', 'Gradually decrease to a point', 'Sky-blue', 'Command to Fido while throwing a ball', 'Dustup', 'Between-meal bite', 'Disclaimer before some Internet comments', 'Roof goo', '""Well, look what we have here!""', 'Wager']"
2015-01-13,<module 'time' (built-in)>,Tuesday,MICHAEL BLAKE,"['Soy-based soup', 'Huge amount', 'What milk will do if you add lemon juice', ""Diva's number"", '""Wake Up Little ___"" (Everly Brothers hit)', 'Diced dish', 'Tourist attraction in Charlottesville, Va.', 'Word after bump or break', 'Lee who directed ""Life of Pi""', 'One of ""dose,"" in Brooklyn', 'Born earlier', 'Largest wild animal in the United States', 'Seville snacks', 'Picnic table place', 'Roughly', 'Turned loose', 'Geek', '""Once upon ___ ...""', 'Neutral shade', 'School singing group', 'Ran', 'Eating non-halal, to Muslims', 'All but the signal, in radio', '""Out of many, one""', 'Inkwell item', ""Simile's center"", 'Berserk', 'Press', ""Billboard's top rock group of 2000-09 ... or where to find a 23-Across (before 1939) or 17-Across (today)"", 'Arthur of tennis', 'Title for Tuck', 'Not ""fer""', '""Sure, why not?!""', 'Slants', 'Actress Lamarr', ""Doll's cry"", 'Press', 'Country in which English and Mandarin are official languages', 'Feedbag bit', '2012 award for 20-Across', ""It's chalked in a pool hall"", ""Nonnative speaker's course, in brief"", 'Hurt', '""The Matrix"" hero', 'Potluck supper serving, maybe', 'Touches down', 'Prefix with -plasty', ""Rose's protection"", 'I.e., spelled out', 'Cousin of a bassoon', 'Bea Arthur sitcom', 'Image on the reverse of a Canadian quarter', '""Up and ___!""', 'Setting for a classic Agatha Christie mystery', 'Zippy flavor', '___ Prize, annual international award for mathematics', 'Run out of rhythm?', 'Practice game, in sports', '""___ Tu"" (1974 hit)', '""Bro!""', 'Jai ___', 'Ernest nicknamed ""The Texas Troubadour""', 'Computer key near Shift', ""One year's record"", 'Resident of the so-called ""Chicago of Japan""', 'Splenda rival', 'Prize in horse racing', 'Ignite', '""___ Gold"" (1997 Peter Fonda film)', 'Tech support callers', 'LSD', 'Big Apple-based designer label', 'Gridiron grp.', 'Vexation', 'Org. in ""The Bourne Ultimatum""', '""Phooey!""']"
2015-01-14,<module 'time' (built-in)>,Wednesday,CALEB EMMONS,"['Box-office dud', 'Court sport', 'Lead-in to law', 'Roll call no-show', 'Salvation Army donation receptacle', 'Cover for the follically challenged', '1,009th juice drink?', 'Hoppy brew, for short', 'Dumb', 'Gave rise to', '""L\'Absinthe"" painter', 'Tends to, as a sprain', 'At the limit, as a credit card', 'Lie on a hot beach', 'Band with the 1987 6x platinum album ""Kick""', 'World Cup cheer', 'Nile birds', 'Fish that might accompany a schmear', 'Four prescriptions?', 'Word before chest or change', 'Infuriate', 'American ___', '""American ___""', 'Cupid, or his concern', 'How corn dogs are served', 'Burlap fiber', 'Borat portrayer ___ Baron Cohen', 'Popular takeout option', 'Name in kitchen foil', 'Sacrifice fly result', '40 concert souvenirs?', 'Work unit', ""Follower of one, two and three in a children's rhyme"", 'Irene of ""Fame""', ""Limerick's third word, often"", 'Lincoln Center offerings', 'Exchange', 'Island served by both AirAsia and Qantas airlines', 'Wilson of ""Starsky & Hutch""', 'N.Y.C. cultural center', 'Many Swedish models', 'Cousin of calypso', 'Mathematician\'s ""Done!""', 'Beehive State native', 'PIN points', 'Boo-boo', 'Dodeca- halved', '501st royal daughter?', 'Bit of cash in Kashmir', '""Yikes!""', 'Desideratum', 'Site for online collaboration', 'Review', '""In the days of ___ lang syne""', 'Home electronics items', 'Millrose Games highlight', 'Soon, to bards', '30 consumer reviews?', 'Golden Arches buy', 'Gym rat\'s ""six-pack""', 'Fair-hiring org.', 'Polio vaccine developer', '""Before ___ ...""', 'One involved in arm-twisting?', ""Flock's cry"", 'Bold alternative?', 'Ruler toppled in 1979', 'L. L. Bean competitor', 'Crewmate of Spock and Sulu', 'Event that may have a ""-con"" suffix in its name', 'Zero-star fare', 'Suffix with kitchen', 'Gullet', 'Other: Sp.', 'Common reply to ""When do you want this?""', ""Piano tuner's asset"", 'H, as in ""Hellenic""', ""Castaway's call""]"
2015-01-15,<module 'time' (built-in)>,Thursday,HERRE SCHOUWERWOU,"['Some worship groups', 'Sports division', 'Bygone monarch', 'Starters', 'Hardly fair', 'One of Chekhov\'s ""Sisters""', 'Rain makers', 'Ax', 'Assemble', 'Beginning of a quote by Ogden Nash, with punctuation included', 'Kings and queens', 'Shade from the sun', 'Always, according to Shakespeare', 'Block, at the bar', 'Quote, part 2', 'Loosen, in a way', ""Many a Vienna Boys' Choir boy"", 'Lead to victory?', 'With 37-Across, desperate attempts', 'See 36-Across', 'Remain in limbo', 'Put into action', 'Flat-bottomed boat', 'Triages, e.g.', 'Quote, part 3', 'Deliver, as a big kiss', 'Soul producer', 'Web ending', 'Trust fund?', 'End of the quote', 'Some elected officials, briefly', 'However, in a tweet', 'Not bright anymore', 'Flat figure', 'Sussex river where Virginia Woolf tragically ended her life', 'At the perfect moment', 'Gruesome, say', 'Ones on the money trail, informally', ""What's not included"", '""Not another peep!""', 'Empire State city', 'One of the original Life Savers fruit flavors', ""Perfume that's off-limits?"", 'Shower with good fortune', 'Bamboozle', 'Ottoman honorific', 'Disheveled', 'Prepares for printing', 'Girl who challenges stereotypes', 'Perfect night for a pillow fight', 'Put in for extra time?', '""Shoot!""', 'Patel of ""The Newsroom""', 'Tango number', 'Teeny-weeny', 'Musical Hall', 'Full of tears', 'Classic canvas-top sneakers', '""Not gonna happen""', 'Booster org.', 'Leading folk figure', ""Fashionable 1980s item resembling a bit of astronaut's attire"", 'Nearly blind jazz great', 'Milkweed feature', 'Code used in many court cases', 'Popular recreational watercraft', '""You\'re darn tootin\'!""', '""Sounds good!""', 'Hour on a grandfather clock', 'Seashore souvenir', 'Thrash out', '""The Host"" author Stephenie', 'Exhibit some immodesty', 'Streamlined, for short', 'Bow (to)', 'Where money is made']"
2015-01-16,<module 'time' (built-in)>,Friday,MICHAEL WIESENBERG,"['?!', 'Alsatian article', 'Exit line', '___ Khan', 'Good source of beta carotene', 'Samoan staple', 'Regulation followers, briefly', 'Weight without a load', 'Recipe instruction', 'Blood problem, maybe', 'Obesity superlative', 'Like tarantella dancers', 'Single players', 'Alternatives to buttons', 'Much Scandinavian landscape', 'Western leader?', 'One of the Brontës', 'Drops abruptly', 'About 4.2 millimeters, in printing', ""Doc's suggestion"", 'Pair of elephants?', ""Occasion for much cheering in '45"", 'Hails', 'Symbols with supposed magic power', 'Brand in the grooming aisle', 'Volatile masses', 'Not beyond one', 'Beautician, at times', 'Wear down', 'Capricious, magical figure', 'How many practice religion', 'One testing woofers?', 'It may be found in preserves', 'Where many arrests take place, for short', 'Hemoglobin carrier', 'Childish comeback', 'See 4-Down', 'Tour mementos', 'Brew ingredient from a 2-Down', 'Heels', 'Male reality show host in heels', 'Words said with the hands pressed together', ""Restrain, as one's breath"", 'One-time separator', 'Major figure in retail', 'Picturesque subterranean spaces', 'Time for Debussy\'s ""faune""', 'Repeating I?', 'February 14 and March 17', '""Is ___?"" (question in Matthew and Mark)', 'Take the edge off', 'Type types', 'Earliest figures?', 'Alcopop alternative', 'Embroiders, e.g.', 'Derby duds', '___ Beach, Calif.', 'Place to get a healthful drink', 'Violin quartet', 'Highball, e.g.', 'Violin effect', ""Sidon's setting: Abbr."", 'To any extent, poetically', 'Gift in a Nativity scene', 'Book after Num.', 'Something booked on Travelocity', 'Got off', 'Journalist who wrote the 1943 book ""Here Is Your War""', 'Many a bachelor pad', 'Reactor overseer: Abbr.']"
2015-01-17,<module 'time' (built-in)>,Saturday,JOSH KNAPP,"['Polishes', 'Hearing at a hearing?', 'Deductive', 'A little reading at the supermarket checkout?', 'Literally, ""military commanders""', 'Seconds', 'Book of ___', 'Grilled, on a menu', 'Grp. involved in much diplomacy', 'War of 1812 battle site', 'Huff', 'Ousts', 'Leave suddenly', '""M*A*S*H"" extra', 'Michaels of rock and reality TV', 'Act of God, e.g., in a contract', 'Stingers, of a sort', 'Really build up', ""Hip-hop's ___ tha Kyd"", 'Provider of shock value?', 'Prefix with chemical', 'Animated film franchise starting in 2011', 'Gossipy affair', 'Talk ___', 'Figure also called the crux ansata', 'Something not to be believed', '___ story', '___ Jerry, band with the 1970 hit ""In the Summertime""', '""Into Thin Air"" setting', 'Mother who had a bone to pick?', 'Faith that preaches nonviolence to all living beings', 'Not confined', 'Bedamn', '""The only institution in the world which has been dying for four thousand years,"" per John Steinbeck', ""Doesn't stop"", 'Reveled (in)', 'Call from on high', 'Gambol', 'Cover of the Bible?', 'Under: Fr.', 'It might have decorative feet', 'Fibonacci, e.g.', 'Smaller than small', '___ Air', '1983 Joel Schumacher film', 'Johann ___, opponent of Martin Luther', 'Istanbul is on it', 'Ten Commandments subject', 'Like Internet memes', 'Lure', 'Less stiff', ""It's an honour: Abbr."", ""Come out of one's shell, maybe"", 'Like one side of the Aral Sea', 'Cilantro source', 'Come together', 'Service higher-up', 'Blabber', 'Focus of over 4,000 clubs around the world', 'Ad ___', 'Really bothered (by)', 'Jungle herbivores', 'Top-level', 'Team logo spot', 'The first one opened in Garden City, Mich., in 1962', 'Noted Greek officer', 'Itch', 'Terse compliment', ""Bellwether's call"", 'Top gun']"
2015-01-18,<module 'time' (built-in)>,Sunday,JOE KROZEL ,"['Hirer/firer', 'Iron setting', 'Food processor setting', 'One with accounts, for short', 'Darn, e.g.', 'Jets or chargers starter', 'Doozy', 'Revolutionary patriot Silas', 'Asian cuisine', 'Put in the minimum stake', 'Actress Lena', 'Willing to do', 'Gigantic sled hauls firewood quite a bit', ""1970s-'80s TV sheriff"", 'Tell a story', 'Grub', 'Domestic worker claimed shifting beach engulfed basin', 'Hong Kong, e.g.: Abbr.', 'No-no on gym floors', 'Voting no', 'Band news', 'Put an end to', 'Catastrophic start or end?', ""Word after camper or before Camp's"", 'Fused', 'It may go from sea to shining sea', 'Word in many California city names', 'Blue', '""You wish!""', ""Friends who have never been to the beach don't walk by the girl so often"", 'Characteristic times', ""Driver's assignment: Abbr."", 'Arrangement of hosing?', 'Children show their affection for model Kate above all others', 'Comics canine', 'Energetic sort', '""That\'s ___-brainer""', 'Stuffing ingredient', '""Waking ___ Devine"" (1998 movie)', 'Hubbub', 'Solution for some housework', 'Villain', '[I am shocked!]', '___ Romeo', 'Generic', 'Lines around Chicago', 'Boisterous oaf confused the previous set of actors', 'Outdoor party', 'Info for a limo driver', '""Ta-ta""', 'Mr. Chamberlain intends to top off his gas tank', 'Capital where snail noodle soup is popular', 'Pew, for one', 'Coquette', 'Sly', 'When prompted', 'Sleeveless item, for short', 'Like some brewing containers', 'Mosque leader', 'Bog accumulations', 'Head of a Tatar group', 'Comics canine', 'Early 1900s gold rush locale', 'This and that', 'Home of Hanauma Bay', 'Solo, in a way', 'BP logo shape until 2000', 'QB who led the Cowboys to victories in Super Bowls VI and XII', 'Varnish ingredient', 'Art Deco artist', 'First person to die in the Bible', 'Adjust, as pitch', 'Shut', 'Oceanic body', 'This and that', 'Strong and sharp', 'Majority group', 'Silt, e.g.', 'Whole bunch', 'Nephew of 8-Down', 'As stated in', '""Was ist ___?""', 'Bombay and Boodles', 'H. H. Munro pseudonym', 'This and that: Abbr.', 'Music grp.', 'Actress Massey', 'Model add-on', 'Composer Camille Saint-___', 'Cars once advertised with the slogan ""Find your own road""', 'Record of the year', '""Necktie""', 'Mila of ""That \'70s Show""', ""Court V.I.P.'s"", ""Literature's Nan or Gay"", 'Supply room worker', 'Metaphors for serious headaches', 'Flip', '""Midnight Cowboy"" role', 'Loop around the West?', 'Mil. decorations', '""Sometimes you feel like a nut"" nut', 'Not free', 'Super', 'Pago Pago locale', '""King ___""', 'Toy company that made Betsy Wetsy', 'Playground comeback', 'Bungle', 'Upset with', 'Quaint contraction', '""Love Story"" co-star', 'The Beach Boys\' ""Surfer Girl"" vis-à-vis ""Little Deuce Coupe""', 'Works', 'Egg holder', 'California city where the first Apple computer was built', '""Hush!""', 'Retreat', '""There oughta be ___""', 'Comedian who said ""Every day starts, my eyes open and I reload the program of misery""', 'Cry of innocence', 'Non-PC person', 'Border payments', 'Kept', '1960s chess champion Mikhail', 'Halloween prop', 'Die down', 'Early cultivator of potatoes', 'Mrs. Rabin of Israel', '""Rama ___ Ding Dong"" (1961 hit)', 'Show bias', 'Like some lashes and tans', ""Fendi ___ (men's cologne)"", ""Activity at a doctor's office"", 'Tick-borne affliction', 'Leapfrog']"
2015-01-19,<module 'time' (built-in)>,Monday,JEAN O'CONOR,"['Groundbreaking', 'After-bath powder', '___-ski', 'Sounds during a massage', ""Gorbachev's land"", 'New York hotel in ""The Great Gatsby,"" with ""the""', 'Smile', 'Arctic seabird', 'One paying close attention', 'Kind of case for a lawyer', 'Beer, slangily', '""A League of ___ Own"" (1992 film)', 'Skype necessity', 'Howled, as the wind', 'Faux ___ (social slip-up)', 'Tennis great Arthur', 'Where you might see the sign ""Do not feed the animals""', 'Youngest ""Downton Abbey"" daughter', 'Building add-on', 'Get ___ on (ace)', 'Ruffles, as the hair', 'Texter\'s ""Wow!""', 'Basil and bay leaf', 'Beaks', 'Big name in video games', 'Zilch', 'Neither Rep. nor Dem.', 'Green dip, for short', 'Disappointing response to ""Is it ready?""', 'Hurdles for future docs', 'Really bothers', 'Kind of barbecue or mine', ""Mystic's device with letters and numbers"", 'Home plate figures, informally', 'Sporting sword', ':50', 'Finishes, as a cake', 'Big name in video games', 'Big, thick slices', 'Lemonlike', 'Broadband letters', 'Bother persistently', 'Google ___ (map tool)', 'Surface for a dry-erase marker', 'Derrière', 'Cockeyed', 'Baton Rouge sch.', ""Shellfish hors d'oeuvres"", ""Sleeper's breathing problem"", 'Farmer with oxen', '""Gosh darn it!""', 'O.T. book before Daniel', 'Dress in Delhi', 'Escargot', 'Tops of waves', 'Some colas', 'Word in every ""Star Wars"" title', 'Home of Cheyenne: Abbr.', 'Like alpine peaks ... or what each half of 3-, 7-, 9-, 37- and 44-Down can be?', 'Prefix with sphere', 'Vet', 'Newswoman Paula', 'Fit for service', 'Easter costume', 'Take for granted', 'Brain activity meas.', 'Heist of a sort', 'Suffix with meteor', 'Teen skin ailments', 'Five Norse kings', 'Souse', 'Supermodel Cheryl', 'Sneak (in)', 'Goes bad', 'Jean who wrote ""The Clan of the Cave Bear""', 'Jazzy Simone', '""Hey you!""', 'Old record label']"
2015-01-20,<module 'time' (built-in)>,Tuesday,SUSAN GELFAND,"['Lead-in to cent or annum', 'Passé', ""Key of Schubert's Symphony No. 9: Abbr."", ""Lumberjack's tool"", ""Ivanhoe's love"", 'Alternative to Drive or Road', 'Scribble (down)', 'Dish with croutons and Parmesan cheese', 'Commotions', 'Madrid month', 'Lab bottle', 'Pull-down sleeper', 'Daytime ___', 'Houston athlete', 'Peculiar', 'Action film weapon', 'Social Security criterion', 'Okla. City-to-St. Louis direction', 'Verb with ""vous""', 'Evian competitor', 'Barnyard bleats', 'Guernsey chew', 'Comfy bit of footwear', 'Certain dash lengths', '""Evita"" role', 'Super Bowl gains', '""The Merry Widow"" composer', '""Tommy,"" for one', 'Tireless worker?', 'Managed', 'Bad to the bone', 'What the starts of 18-, 24-, 37- and 52-Across can provide?', '""Evita"" role', 'Part of a parka', 'Laundry worker', '___ stage', 'English princess who competed in the 1976 Olympics', 'In a rational way', 'Old ___ (Yale, affectionately)', 'Word before top or party', 'Book of the Bible or an event described in it', 'Comeback', 'Tolkien creature', 'Like some rich soil', 'Geek', '""Siddhartha"" writer', 'Santa ___ winds', ""Roofer's cover"", 'Insurance submission', 'Sled dog', 'One taking a close look', 'Clampett patriarch', '""___ Rather Be With Me"" (1967 hit)', 'Uses an aerosol', 'Monopolizes', 'Bell sound', ""Bro's sibling"", 'Consider', 'Work on a gravestone, e.g.', 'Antiquity, in antiquity', 'Rarity at Alcatraz', 'Neighbor of Nigeria', 'Kurosawa classic', 'Violinist Leopold', 'What some dieters do', '___ canto', 'Swamp beast, informally', 'Patriot Paul', 'Senseless talk', 'Part of an Italian sub', 'Tolerate', 'Fabric once described as ""comfort in action""', '""The Dark Knight"" actor', 'Prepare to be knighted', 'Speaker of baseball', 'When repeated, a lively dance', 'Detergent brand', 'Word after fish or French']"
2015-01-21,<module 'time' (built-in)>,Wednesday,JIM HILGER,"['Protrudes, with ""out""', 'With 7-Down, incapable of leaking', 'Online info sources', 'When Juliet tells the Nurse she will come in from the balcony', 'Stand', 'Chill producer', 'Popular online reference, for short', ""Mr. Spock's forte"", 'Wreck', 'Flight component', 'Self-portraitist Frida', '""Lethal Weapon"" force, briefly', 'History is recorded in it', 'With 28-Down, disagreeable quality of diet sodas', 'With 30-Down, frequently', 'Not at all hidden', 'Pointless', 'Defense grp. since 1948', 'J.F.K. Library architect', 'Chem. unit', 'Catty remark?', '""Rocky III"" actor (and an apt answer in this puzzle)', 'Wheat bristle', 'Sta-___ fabric softener', 'Suffix with ethyl', 'Trees with triangular nuts', ""Alarm clock's purpose"", 'Following the nine black squares in the center of the grid, a hint to five pairs of answers in this puzzle', 'With 54-Down, song with the same name as its album', 'Exiled Amin', 'With 57-Down, meal for which everyone pays his or her own way', 'Bruins legend Bobby', 'Totally befuddled', 'A. A. Milne hopper', 'Shows the way, biblically', 'Heat or Thunder', 'Performance extras', 'Something in brackets', 'Adopt, as a stray', 'Incite to action', 'Thriller set on Amity Island', 'College course part', 'Joint action', 'Small excerpt', 'Beats the rap', '""Three Men in ___"" (Jerome K. Jerome novel)', 'See 5-Across', 'Roman magistrate', ""Scout's mission, for short"", 'Socialists, on the political spectrum', 'Lago or río contents', 'Witty bit', ""Texter's button"", 'Ally of the Cheyenne: Var.', 'Chitlins, ham hocks, etc.', ""Enola Gay's payload, in brief"", 'Roadside attention-getter', 'See 26-Across', 'See 29-Across', 'Justice Kagan', 'Handrail support', 'Built later', 'Some sheet metal workers', 'Fidgety', 'Michael of ""Flashdance""', 'North-of-the-border grid org.', 'First Burmese prime minister', 'YouTube video lead-ins', 'Sign of availability', '""The Faerie Queene"" woman', 'See 52-Across', 'See 56-Across', 'Kinkajou cousin', 'Go yard, in baseball slang', '""... ___-foot pole!""', 'Simple quatrain pattern', 'Buck passer, maybe', 'Verdi aria ""___ tu""', ""Hacker's need"", '___-80 (classic computer)']"
